selection_view,target,target_scope,experiment_scope,dataset_scope,source_label,model_name,model_family,feature_group,pipeline,variant,control_type,is_control,preprocessing_method,preprocessing_algorithm,features_csv,lag_window,hidden_size,lr,epochs,patience,batch_size,rmse,mae,directional_accuracy,sharpe,n_rows,n_features,n_test_total,artifact_path,source_report_path,source_summary_path,selection_rule,note
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,Informer,Informer,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0083193331956863,0.0061820237897336,0.5714285714285714,0.5345701515607276,4966,8,63,artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_Informer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,NHITS,NHITS,G3_plus_breadth,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0083929188549518,0.0059737591072916,0.5396825396825397,0.927138698463006,4966,24,63,artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_NHITS_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,GRU,GRU,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0085136331617832,0.0065825716592371,0.5555555555555556,0.6672787670666839,4966,17,63,artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_GRU_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,FEDformer,FEDformer,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0086663831025362,0.0069492291659116,0.4285714285714285,-0.7758275882639686,4966,8,63,artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_FEDformer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,NHITS,NHITS,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0088812578469514,0.0068328715860843,0.4285714285714285,-1.4069719137322425,4966,17,63,artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_NHITS_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,MambaStock,MambaStock,G3_plus_breadth,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0089302416890859,0.0067462408915162,0.4444444444444444,-1.2951583784505765,4966,24,63,artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_MambaStock_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,MambaStock,MambaStock,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0090318880975246,0.0068702208809554,0.5873015873015873,0.7824032087920841,4966,8,63,artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_MambaStock_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,FEDformer,FEDformer,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0092899007722735,0.0076292185112833,0.4126984126984127,-0.6219466382041966,4966,17,63,artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_FEDformer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,MambaStock,MambaStock,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0109338769689202,0.0084636118263006,0.6190476190476191,3.9052584862989135,4966,17,63,artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_MambaStock_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,NHITS,NHITS,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0112469466403126,0.0088173355907201,0.3968253968253968,-2.7601465521170447,4966,8,63,artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_NHITS_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,LSTM,LSTM,G3_plus_breadth,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0114386761561036,0.0090870587155222,0.5873015873015873,0.6219466382041966,4966,24,63,artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_LSTM_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,Informer,Informer,G3_plus_breadth,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0115543957799673,0.0097171729430556,0.4285714285714285,-0.2910654977343743,4966,24,63,artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_Informer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,Autoformer,Autoformer,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0116395531222224,0.009670284576714,0.4444444444444444,0.5365465080876873,4966,17,63,artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_Autoformer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,Autoformer,Autoformer,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0138927297666668,0.0113553740084171,0.5873015873015873,0.6219466382041966,4966,8,63,artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_Autoformer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,LSTM,LSTM,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0203721784055233,0.0191984996199607,0.4126984126984127,-0.6219466382041966,4966,17,63,artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_LSTM_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,Autoformer,Autoformer,G3_plus_breadth,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.032194297760725,0.0303364172577857,0.5873015873015873,0.6219466382041966,4966,24,63,artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_Autoformer_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,NBEATS,NBEATS,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0366015397012233,0.0291323587298393,0.4444444444444444,-1.5061050121699633,4966,8,63,artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_NBEATS_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,NBEATS,NBEATS,G2_price_technical,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0573758594691753,0.0440000593662261,0.5396825396825397,-0.8648797102379583,4966,17,63,artifacts\models\deep_torch\target_h1\target_h1_G2_price_technical_NBEATS_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,NBEATS,NBEATS,G3_plus_breadth,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0672264322638511,0.0560033991932868,0.4285714285714285,-1.1171984977330367,4966,24,63,artifacts\models\deep_torch\target_h1\target_h1_G3_plus_breadth_NBEATS_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,deep_daily_price,sp500_index_daily,deep_torch_h1_best_configs,LSTM,LSTM,G1_price_only,,,,False,daily_features_train_fold_standardization,Daily S&P 500 index feature matrix; model runner standardizes sequence features within each train fold only.,,64,32.0,0.001,20,10,64.0,0.0893602445721626,0.0889384448528289,0.5873015873015873,0.6219466382041966,4966,8,63,artifacts\models\deep_torch\target_h1\target_h1_G1_price_only_LSTM_lag64_h32_lr0.001_e20_p10.pt,reports\deep_torch_model_results_h1_best_configs.csv,reports\deep_torch_model_summary_h1.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,hist_gbr,hist_gbr,G3_plus_panel_breadth,,v2_ema_standardz,,False,v2_ema_standardz,Denoising: Per-symbol EMA smoothing (span=5) | Normalization: Per-symbol standard z-score using mean/std,data\processed\features\research_features_panel_pre_v2.csv,0,,,120,5,,0.0203224596874186,0.0140013581645884,0.508581263047185,0.2567728189863966,2461082,22,188259,artifacts\models\preprocessing_variants\v2_ema_standardz\target_h1\target_h1\target_h1_G3_plus_panel_breadth_hist_gbr_lag0_e120_p5.joblib,reports\preprocessing_variants\v2_ema_standardz\target_h1\model_family_results.csv,reports\preprocessing_variants\v2_ema_standardz\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,ridge,ridge,G1_price_only,,v4_hampel_ranknorm,,False,v4_hampel_ranknorm,"Denoising: Per-symbol Hampel filter (window=7, n_sigma=3.0) | Normalization: Daily cross-sectional percentile rank scaled to [-1, 1]",data\processed\features\research_features_panel_pre_v4.csv,0,,,120,5,,0.0203715630697479,0.013999990871798,0.5168039774990837,0.5366168392244448,2461082,8,188259,artifacts\models\preprocessing_variants\v4_hampel_ranknorm\target_h1\target_h1\target_h1_G1_price_only_ridge_lag0_e120_p5.joblib,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\model_family_results.csv,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,ridge,ridge,G3_plus_panel_breadth,,v4_hampel_ranknorm,,False,v4_hampel_ranknorm,"Denoising: Per-symbol Hampel filter (window=7, n_sigma=3.0) | Normalization: Daily cross-sectional percentile rank scaled to [-1, 1]",data\processed\features\research_features_panel_pre_v4.csv,0,,,120,5,,0.0203724420597312,0.0140035212416387,0.5161718696051716,0.552405112950753,2461082,22,188259,artifacts\models\preprocessing_variants\v4_hampel_ranknorm\target_h1\target_h1\target_h1_G3_plus_panel_breadth_ridge_lag0_e120_p5.joblib,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\model_family_results.csv,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,ridge,ridge,G2_price_technical,,v4_hampel_ranknorm,,False,v4_hampel_ranknorm,"Denoising: Per-symbol Hampel filter (window=7, n_sigma=3.0) | Normalization: Daily cross-sectional percentile rank scaled to [-1, 1]",data\processed\features\research_features_panel_pre_v4.csv,0,,,120,5,,0.0203725959385422,0.0140026411118762,0.5162834180570385,0.5363089358091557,2461082,17,188259,artifacts\models\preprocessing_variants\v4_hampel_ranknorm\target_h1\target_h1\target_h1_G2_price_technical_ridge_lag0_e120_p5.joblib,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\model_family_results.csv,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,hist_gbr,hist_gbr,G2_price_technical,,v4_hampel_ranknorm,,False,v4_hampel_ranknorm,"Denoising: Per-symbol Hampel filter (window=7, n_sigma=3.0) | Normalization: Daily cross-sectional percentile rank scaled to [-1, 1]",data\processed\features\research_features_panel_pre_v4.csv,0,,,120,5,,0.0203754988131374,0.0140031058585727,0.515645998332085,0.3132064233630675,2461082,17,188259,artifacts\models\preprocessing_variants\v4_hampel_ranknorm\target_h1\target_h1\target_h1_G2_price_technical_hist_gbr_lag0_e120_p5.joblib,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\model_family_results.csv,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,elastic_net,elastic_net,G1_price_only,,v2_ema_standardz,,False,v2_ema_standardz,Denoising: Per-symbol EMA smoothing (span=5) | Normalization: Per-symbol standard z-score using mean/std,data\processed\features\research_features_panel_pre_v2.csv,0,,,120,5,,0.020375929556247,0.0140023082967732,0.5133619109843354,0.2596385185922347,2461082,8,188259,artifacts\models\preprocessing_variants\v2_ema_standardz\target_h1\target_h1\target_h1_G1_price_only_elastic_net_lag0_e120_p5.joblib,reports\preprocessing_variants\v2_ema_standardz\target_h1\model_family_results.csv,reports\preprocessing_variants\v2_ema_standardz\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,elastic_net,elastic_net,G2_price_technical,,v2_ema_standardz,,False,v2_ema_standardz,Denoising: Per-symbol EMA smoothing (span=5) | Normalization: Per-symbol standard z-score using mean/std,data\processed\features\research_features_panel_pre_v2.csv,0,,,120,5,,0.020375929556247,0.0140023082967732,0.5133619109843354,0.2596385185922347,2461082,17,188259,artifacts\models\preprocessing_variants\v2_ema_standardz\target_h1\target_h1\target_h1_G2_price_technical_elastic_net_lag0_e120_p5.joblib,reports\preprocessing_variants\v2_ema_standardz\target_h1\model_family_results.csv,reports\preprocessing_variants\v2_ema_standardz\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,elastic_net,elastic_net,G3_plus_panel_breadth,,v2_ema_standardz,,False,v2_ema_standardz,Denoising: Per-symbol EMA smoothing (span=5) | Normalization: Per-symbol standard z-score using mean/std,data\processed\features\research_features_panel_pre_v2.csv,0,,,120,5,,0.020375929556247,0.0140023082967732,0.5133619109843354,0.2596385185922347,2461082,22,188259,artifacts\models\preprocessing_variants\v2_ema_standardz\target_h1\target_h1\target_h1_G3_plus_panel_breadth_elastic_net_lag0_e120_p5.joblib,reports\preprocessing_variants\v2_ema_standardz\target_h1\model_family_results.csv,reports\preprocessing_variants\v2_ema_standardz\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,ridge,ridge,G1_price_only,,v2_ema_standardz,,False,v2_ema_standardz,Denoising: Per-symbol EMA smoothing (span=5) | Normalization: Per-symbol standard z-score using mean/std,data\processed\features\research_features_panel_pre_v2.csv,0,,,120,5,,0.0203762967432767,0.0140037049105063,0.5124482760452356,0.2650139231079779,2461082,8,188259,artifacts\models\preprocessing_variants\v2_ema_standardz\target_h1\target_h1\target_h1_G1_price_only_ridge_lag0_e120_p5.joblib,reports\preprocessing_variants\v2_ema_standardz\target_h1\model_family_results.csv,reports\preprocessing_variants\v2_ema_standardz\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
,target_h1,h1,panel_preprocessing,sp500_constituent_panel,preprocessing_variants_best_models,hist_gbr,hist_gbr,G3_plus_panel_breadth,,v4_hampel_ranknorm,,False,v4_hampel_ranknorm,"Denoising: Per-symbol Hampel filter (window=7, n_sigma=3.0) | Normalization: Daily cross-sectional percentile rank scaled to [-1, 1]",data\processed\features\research_features_panel_pre_v4.csv,0,,,120,5,,0.0203767720127029,0.0140041780176534,0.516235611577667,0.3702114299077755,2461082,22,188259,artifacts\models\preprocessing_variants\v4_hampel_ranknorm\target_h1\target_h1\target_h1_G3_plus_panel_breadth_hist_gbr_lag0_e120_p5.joblib,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\model_family_results.csv,reports\preprocessing_variants\v4_hampel_ranknorm\target_h1\summary.json,"Lowest RMSE, tie-break by higher directional accuracy then higher Sharpe.",
